obj_ID,label
1.2376709594807667e+18,0
1.237660962937046e+18,2
1.2376803021036595e+18,2
1.2376786174012303e+18,0
1.2376683121674163e+18,0
1.237660765375366e+18,2
1.2376802752570985e+18,1
1.2376591322179174e+18,0
1.2376682944492995e+18,2
1.2376785798268849e+18,0
1.2376650265209738e+18,1
1.2376646737948183e+18,0
1.2376640939727918e+18,1
1.237664337718674e+18,1
1.2376607648305649e+18,0
1.2376737109346885e+18,2
1.237665566608262e+18,2
1.2376613859983363e+18,0
1.2376593244081364e+18,1
1.2376487029777372e+18,2
1.2376786179500938e+18,0
1.2376529479911995e+18,2
1.2376737012826122e+18,0
1.237661386532651e+18,1
1.2376593464164352e+18,1
1.237654391641605e+18,1
1.237667736119804e+18,2
1.2376648531132416e+18,1
1.2376650265113395e+18,2
1.2376621955952812e+18,1
1.2376677828457267e+18,1
1.2376805297360087e+18,0
1.2376788595328292e+18,1
1.2376646737942943e+18,2
1.2376582061243105e+18,0
1.2376677350474383e+18,0
1.237651505953899e+18,2
1.2376622675421435e+18,1
1.2376793234025357e+18,0
1.2376709610914452e+18,0
1.2376637852787676e+18,0
1.2376709653782858e+18,1
1.237661811197281e+18,0
1.2376543986167977e+18,1
1.2376613613005704e+18,0
1.237671260127887e+18,2
1.2376633074525148e+18,2
1.237660963477e+18,1
1.2376648778058964e+18,0
1.2376618154872015e+18,0
1.237678661423727e+18,1
1.237671260129854e+18,2
1.2376591327465969e+18,1
1.237663788488131e+18,0
1.2376793394927375e+18,1
1.2376788772500288e+18,1
1.2376637831221752e+18,1
1.2376613612963113e+18,2
1.2376672110443236e+18,2
1.237667782819447e+18,1
1.237670965913125e+18,2
1.237657629519577e+18,2
1.2376655827249408e+18,2
1.2376467959847987e+18,1
1.2376682982202417e+18,0
1.237660765367437e+18,2
1.2376515392422548e+18,1
1.2376548710653627e+18,0
1.2376655322562563e+18,1
1.2376802672025935e+18,1
1.2376788595406935e+18,0
1.237659326566433e+18,0
1.2376613827719334e+18,1
1.237660962943402e+18,1
1.2376623035118395e+18,1
1.2376682992894607e+18,1
1.2376554954407944e+18,2
1.2376803273376407e+18,2
1.2376515392414684e+18,2
1.2376611368852526e+18,2
1.2376683373927473e+18,2
1.237680328945828e+18,2
1.237671260128936e+18,2
1.23766136237156e+18,1
1.2376640934424745e+18,0
1.2376619749412703e+18,1
1.2376651296123786e+18,0
1.2376515397844995e+18,2
1.2376794780085783e+18,0
1.237680283851883e+18,2
1.2376785986264768e+18,2
1.2376727660536143e+18,0
1.2376794597534602e+18,1
1.2376785986295567e+18,0
1.2376602419228836e+18,0
1.2376619491805763e+18,1
1.2376793180173107e+18,1
1.2376622246195364e+18,2
1.2376646684367255e+18,0
1.237678598089671e+18,0
1.2376802634626504e+18,0
1.2376487201418125e+18,2
1.2376623362618824e+18,1
1.237646797600195e+18,1
1.2376682966042547e+18,0
1.2376536652567025e+18,1
1.2376786190415951e+18,1
1.237661387608097e+18,1
1.2376634792563843e+18,2
1.23766850329156e+18,1
1.237663463145276e+18,0
1.2376613607663864e+18,0
1.2376654415152415e+18,0
1.2376683336398282e+18,2
1.2376591332854991e+18,1
1.237662529528136e+18,2
1.237678619568178e+18,2
1.2376709653864778e+18,1
1.2376581878524147e+18,2
1.2376712617445957e+18,1
1.2376626981073723e+18,1
1.2376786174058176e+18,0
1.2376622235457948e+18,1
1.2376683508228424e+18,0
1.2376655671583703e+18,2
1.2376792552047252e+18,1
1.237678601309389e+18,1
1.2376655671438876e+18,2
1.23764594397669e+18,0
1.237660765381657e+18,1
1.2376623035041713e+18,1
1.2376621945304517e+18,0
1.237655474512987e+18,2
1.2376529469210627e+18,2
1.237663306918986e+18,2
1.237655691945837e+18,1
1.23766230190044e+18,1
1.237667448337793e+18,1
1.2376487051165696e+18,0
1.2376487217653356e+18,2
1.2376637890227735e+18,0
1.237654948375692e+18,2
1.2376613843867407e+18,0
1.2376613607661248e+18,0
1.2376648778020943e+18,1
1.237656906349347e+18,1
1.2376575897781535e+18,0
1.2376675514188431e+18,1
1.2376650989954007e+18,0
1.2376805028952814e+18,2
1.237667538547836e+18,0
1.2376648531088507e+18,0
1.2376584933587028e+18,2
1.2376632392720717e+18,2
1.2376648176760916e+18,0
1.2376528991586875e+18,2
1.237664817671176e+18,1
1.2376709594761137e+18,2
1.2376543921802455e+18,0
1.2376639173464556e+18,2
1.2376575897786122e+18,0
1.237654602629317e+18,0
1.2376637826026043e+18,1
1.2376612120435756e+18,0
1.237659163344634e+18,2
1.2376593249474975e+18,0
1.2376551298423854e+18,0
1.2376683508178616e+18,0
1.237662337334772e+18,1
1.2376614337704763e+18,1
1.2376785406256745e+18,0
1.237653652373767e+18,2
1.2376593244148206e+18,1
1.2376788606196785e+18,1
1.237654398617125e+18,1
1.2376591611989857e+18,2
1.237648721788404e+18,2
1.2376712612013015e+18,1
1.237650795136091e+18,0
1.237668350822908e+18,2
1.2376651805922427e+18,1
1.237654383588868e+18,1
1.2376675374763876e+18,0
1.237662301904175e+18,0
1.2376569063501998e+18,0
1.2376789207518415e+18,2
1.2376637847399306e+18,0
1.2376613575362478e+18,0
1.2376763040213896e+18,0
1.2376677312740728e+18,2
1.2376663010909225e+18,1
1.2376805050472868e+18,2
1.237663783130563e+18,0
1.2376648778027507e+18,0
1.2376517540201766e+18,0
1.2376650990027412e+18,1
1.2376487217838172e+18,1
1.237678596482728e+18,1
1.2376711414848556e+18,2
1.237661361841308e+18,0
1.2376802774108083e+18,0
1.23768050772725e+18,2
1.2376626621317128e+18,2
1.2376709653843151e+18,0
1.2376785964778127e+18,0
1.2376663381166664e+18,1
1.2376682992862495e+18,0
1.2376583107946744e+18,2
1.2376697026578355e+18,1
1.237656495107408e+18,2
1.237670457504498e+18,2
1.2376727644472607e+18,1
1.2376529469221765e+18,0
1.2376613570037028e+18,0
1.237659326568858e+18,1
1.237651505954358e+18,2
1.237664854176498e+18,1
1.237661137957028e+18,0
1.2376651011473418e+18,0
1.237658423006135e+18,0
1.2376619701161172e+18,0
1.2376546112163023e+18,0
1.23765569355219e+18,1
1.237669682261e+18,2
1.2376619577570104e+18,2
1.2376801227838587e+18,2
1.2376576085720435e+18,2
1.2376734731034304e+18,1
1.2376574013451144e+18,2
1.237671936044107e+18,1
1.2376795032436746e+18,0
1.237669517975683e+18,0
1.2376788595540623e+18,2
1.2376655306516736e+18,2
1.2376515387255685e+18,0
1.2376622246146867e+18,2
1.2376593260154719e+18,2
1.2376593244150167e+18,1
1.23766233625736e+18,1
1.2376591332862858e+18,1
1.2376637825965755e+18,1
1.2376802768680392e+18,1
1.23766076483797e+18,2
1.237678597542642e+18,1
1.2376802666688676e+18,1
1.2376727961065231e+18,0
1.2376551260889423e+18,0
1.237662336791544e+18,2
1.237663479255729e+18,0
1.2376623373248763e+18,1
1.2376785980918991e+18,1
1.2376623367941e+18,1
1.237655129848481e+18,0
1.237659324406956e+18,2
1.2376607648309578e+18,0
1.2376696978341898e+18,0
1.2376626632102382e+18,1
1.237671125372175e+18,0
1.2376508037306125e+18,2
1.2376546010266995e+18,2
1.237663782595461e+18,1
1.2376607648399363e+18,2
1.237655746706735e+18,0
1.2376639162709445e+18,0
1.237665441538966e+18,0
1.2376793228619287e+18,2
1.237672763910521e+18,2
1.2376663016298903e+18,0
1.2376794597476275e+18,2
1.2376544002256407e+18,0
1.2376593249442207e+18,0
1.237648704066093e+18,1
1.2376623378716431e+18,0
1.237680273110664e+18,0
1.2376582050615137e+18,0
1.237680504503272e+18,1
1.2376802672025275e+18,2
1.2376802457431575e+18,1
1.237665531719582e+18,0
1.2376637890335872e+18,2
1.237661387062248e+18,1
1.2376619674262577e+18,1
1.2376551067635548e+18,1
1.2376619593720136e+18,2
1.2376651280125133e+18,2
1.2376619701121193e+18,2
1.2376622675388664e+18,1
1.2376785798165967e+18,2
1.2376675514199572e+18,2
1.237654391637607e+18,1
1.2376543835865743e+18,0
1.2376503710155407e+18,2
1.237655693016367e+18,0
1.2376546026426204e+18,0
1.2376623008267635e+18,2
1.2376794597507075e+18,1
1.2376654415189115e+18,1
1.2376619668952845e+18,1
1.2376619577621875e+18,1
1.2376663397253783e+18,0
1.237648705122337e+18,2
1.2376683502827604e+18,2
1.2376788590200753e+18,0
1.237663789022577e+18,2
1.23767887725206e+18,0
1.237655109444305e+18,1
1.2376562406207652e+18,0
1.2376575962230953e+18,2
1.2376619663571686e+18,2
1.237663479262283e+18,0
1.2376788906735048e+18,2
1.2376802972761464e+18,1
1.237665330918e+18,0
1.2376637826003116e+18,2
1.2376651285510884e+18,1
1.237667541753464e+18,0
1.2376786018505856e+18,2
1.2376517142628275e+18,2
1.237668296596783e+18,2
1.2376549499823063e+18,2
1.2376793233946056e+18,0
1.2376639157307315e+18,0
1.237679317481489e+18,2
1.2376613817029102e+18,2
1.2376623410834967e+18,1
1.2376576279180083e+18,2
1.237662698107569e+18,0
1.2376648804856635e+18,2
1.2376795043168264e+18,2
1.2376788584550907e+18,2
1.2376609575679437e+18,1
1.237649962459726e+18,0
1.2376555035013284e+18,1
1.237669702659343e+18,2
1.2376648176762225e+18,0
1.237678879950373e+18,0
1.23767860023958e+18,1
1.2376672105167588e+18,1
1.2376637825990664e+18,0
1.2376576279146004e+18,0
1.2376569063439729e+18,0
1.2376737383178575e+18,2
1.2376788584834017e+18,0
1.2376570700921577e+18,1
1.2376623035096108e+18,2
1.2376664084596657e+18,1
1.2376786216965903e+18,0
1.2376515403196006e+18,0
1.2376581921491515e+18,2
1.2376785975487368e+18,0
1.2376655306365998e+18,0
1.2376640928971492e+18,1
1.2376564940430382e+18,0
1.2376643377130378e+18,2
1.237667735027843e+18,2
1.237655126084682e+18,0
1.237660239776973e+18,2
1.2376593265672202e+18,0
1.237658310796444e+18,1
1.2376793233991273e+18,2
1.2376609581065836e+18,1
1.237652947988316e+18,2
1.237678832147301e+18,0
1.2376803021012997e+18,2
1.2376551072951178e+18,2
1.2376564956428375e+18,2
1.237658201812304e+18,1
1.2376593464163046e+18,0
1.2376786179364628e+18,1
1.2376623072728847e+18,0
1.2376609618672358e+18,0
1.237664869211178e+18,2
1.2376786174367503e+18,2
1.237657613411877e+18,0
1.2376503715623084e+18,1
1.2376637831285307e+18,2
1.2376593249553623e+18,1
1.237661418210722e+18,1
1.237660764843016e+18,0
1.2376677817506204e+18,0
1.237661958295323e+18,1
1.2376677350324964e+18,1
1.2376805050398815e+18,1
1.237679324457861e+18,1
1.2376682966056963e+18,2
1.237670961091052e+18,2
1.237659324957852e+18,1
1.2376788584716047e+18,2
1.237668336862757e+18,0
1.23766266320919e+18,0
1.237679503251407e+18,2
1.237662701332333e+18,0
1.237678595944284e+18,0
1.2376543916427187e+18,2
1.237680276874462e+18,0
1.2376654415312983e+18,0
1.2376682971287396e+18,0
1.237668292836655e+18,0
1.2376622235454016e+18,0
1.237680262926566e+18,1
1.2376609634776515e+18,0
1.2376622262140273e+18,1
1.2376553478161695e+18,0
1.2376619668903035e+18,1
1.237664877797704e+18,2
1.2376515392608668e+18,2
1.2376576295261965e+18,0
1.2376623362506752e+18,1
1.2376621956137615e+18,1
1.237661813345616e+18,1
1.237661970116444e+18,2
1.2376593249564756e+18,1
1.2376593249504463e+18,2
1.2376637852785705e+18,2
1.2376626358293635e+18,2
1.2376613559314025e+18,0
1.2376786174060142e+18,1
1.237662307270787e+18,1
1.2376625295245967e+18,2
1.237678601309586e+18,0
1.2376788584611848e+18,1
1.2376786195718474e+18,2
1.2376529469235528e+18,0
1.2376591198713285e+18,1
1.237680504504845e+18,1
1.2376788590177815e+18,0
1.237660241925702e+18,2
1.2376556935571712e+18,0
1.2376646694992612e+18,0
1.2376613623789002e+18,1
1.2376613618403246e+18,2
1.2376576295315707e+18,1
1.2376654415299223e+18,1
1.237668296590951e+18,1
1.2376786174078487e+18,0
1.2376576278965128e+18,1
1.2376576069670671e+18,1
1.2376727660596431e+18,2
1.2376788595557012e+18,2
1.2376664084383665e+18,2
1.2376682966001907e+18,0
1.237653665255064e+18,0
1.2376555018909123e+18,0
1.2376625295321336e+18,1
1.2376609575688614e+18,2
1.2376664084574374e+18,1
1.237657632189186e+18,1
1.2376623410839555e+18,1
1.2376794764071406e+18,1
1.2376626981119593e+18,2
1.2376623378734126e+18,2
1.237678661434278e+18,2
1.2376582044996078e+18,0
1.237661958837634e+18,2
1.2376577701686152e+18,1
1.237655693548454e+18,0
1.23765624223531e+18,2
1.237655107286795e+18,1
1.2376591633492872e+18,2
1.237666214608635e+18,2
1.2376794382812447e+18,1
1.237662637974159e+18,0
1.2376503710187528e+18,1
1.2376655306419077e+18,2
1.237661971195429e+18,2
1.237678619564049e+18,0
1.237670964855964e+18,2
1.2376607648360696e+18,2
1.2376786179595963e+18,1
1.2376709648505247e+18,0
1.2376607648295818e+18,2
1.2376609581056008e+18,1
1.2376593244072192e+18,1
1.2376607648438687e+18,0
1.2376786195472072e+18,0
1.2376785975448049e+18,1
1.2376637841934915e+18,0
1.2376646737887892e+18,1
1.2376683116256955e+18,0
1.2376675492672315e+18,0
1.2376709621647283e+18,2
1.2376789185945275e+18,2
1.2376662140722217e+18,0
1.237652947992183e+18,0
1.2376786614247752e+18,2
1.2376785792792005e+18,1
1.2376677350319063e+18,0
1.2376802983435963e+18,0
1.2376677307362186e+18,0
1.2376548791202616e+18,1
1.2376794576124646e+18,2
1.2376786190147914e+18,2
1.2376611503075492e+18,1
1.2376619717267297e+18,1
1.237662337326383e+18,0
1.237661360759309e+18,2
1.2376672926529623e+18,0
1.2376677312685676e+18,1
1.2376646732541468e+18,1
1.237678579280774e+18,1
1.237680277405893e+18,0
1.2376613623769336e+18,0
1.2376511908124431e+18,0
1.237661362378703e+18,1
1.2376648541770227e+18,0
1.2376648176756332e+18,1
1.237661387068146e+18,0
1.2376623410912305e+18,0
1.2376571189388902e+18,1
1.2376648187504896e+18,0
1.2376683373991048e+18,0
1.2376593249498568e+18,2
1.2376663005537897e+18,2
1.2376651274560479e+18,2
1.2376697665497997e+18,0
1.2376529474523628e+18,2
1.237660958106255e+18,1
1.2376517373770465e+18,2
1.2376646684357432e+18,0
1.2376793180190807e+18,0
1.237652900774543e+18,0
1.2376677817452467e+18,2
1.2376682992878223e+18,2
1.2376717674615939e+18,1
1.2376517373886467e+18,0
1.2376607648328591e+18,2
1.2376529442312028e+18,2
1.237650371545596e+18,2
1.237657628435088e+18,0
1.237668332567e+18,0
1.2376664068464312e+18,0
1.2376785980791857e+18,2
1.237665537081869e+18,2
1.2376738070432975e+18,1
1.2376623035183273e+18,2
1.237667429016666e+18,2
1.2376582061131694e+18,1
1.2376785975409388e+18,1
1.2376709648484933e+18,0
1.2376803058590692e+18,1
1.2376623378630577e+18,1
1.2376802994237612e+18,1
1.2376515354833065e+18,1
1.2376682923016192e+18,0
1.2376553751847895e+18,1
1.2376654431271654e+18,0
1.2376609634812564e+18,1
1.2376677811995935e+18,1
1.2376593464161733e+18,0
1.2376544007613327e+18,0
1.237664877801047e+18,1
1.2376789057052352e+18,1
1.2376786023814927e+18,1
1.2376786619799306e+18,0
1.237657070089733e+18,1
1.2376794576068283e+18,2
1.237660764830435e+18,1
1.2376709648555715e+18,0
1.237661387066049e+18,2
1.237663306381e+18,1
1.23766096239847e+18,2
1.2376794774757706e+18,1
1.2376613607585876e+18,0
1.2376623378632548e+18,0
1.2376737082594432e+18,1
1.2376788584738327e+18,2
1.237657630598103e+18,0
1.2376803026441347e+18,1
1.2376648176794337e+18,1
1.2376609377028672e+18,2
1.2376591316786875e+18,0
1.237667734523872e+18,2
1.2376704596522435e+18,0
1.23766466951381e+18,1
1.237670961086595e+18,0
1.237655107307766e+18,0
1.237668337398776e+18,0
1.2376802774043863e+18,2
1.2376677812037228e+18,1
1.2376696822586417e+18,0
1.2376576091144192e+18,0
1.2376637852794227e+18,2
1.2376672121285512e+18,2
1.2376551260827814e+18,2
1.2376737066543352e+18,1
1.23767370664883e+18,2
1.2376786174005752e+18,2
1.2376613607627817e+18,2
1.2376613607656653e+18,0
1.2376576279022154e+18,1
1.2376553692825523e+18,1
1.2376546026436687e+18,0
1.2376619701055654e+18,2
1.237662194526716e+18,2
1.2376536652556536e+18,1
1.237668294986236e+18,1
1.2376622637763791e+18,0
1.2376672110510735e+18,1
1.2376637890230367e+18,2
1.2376584235501489e+18,2
1.2376794559954947e+18,0
1.2376611368823035e+18,1
1.237646797059066e+18,2
1.2376582039583465e+18,1
1.2376803021044457e+18,2
1.2376654415215332e+18,1
1.2376788595418076e+18,0
1.2376794576129887e+18,1
1.23766138814392e+18,1
1.2376786195491077e+18,0
1.237657858214e+18,0
1.237658191072134e+18,1
1.2376517373684616e+18,1
1.237671141481514e+18,2
1.2376582050573852e+18,1
1.2376609629368486e+18,0
1.237679433983656e+18,1
1.2376803316457805e+18,1
1.2376618509463716e+18,0
1.2376529447852444e+18,1
1.237680276867777e+18,0
1.2376584230062e+18,2
1.2376719387300987e+18,1
1.2376792541320973e+18,1
1.2376591316756728e+18,1
1.2376593265634186e+18,1
1.2376637847410445e+18,1
1.2376637884914737e+18,1
1.237650371013706e+18,2
1.2376623373254666e+18,2
1.2376786195726344e+18,2
1.2376788761711757e+18,0
1.2376515397832543e+18,0
1.237660963475292e+18,1
1.2376543835860503e+18,2
1.2376802457314926e+18,0
1.2376677344937907e+18,1
1.2376803316420452e+18,2
1.237680299424941e+18,1
1.2376677838851935e+18,2
1.2376551260772767e+18,1
1.237663782596444e+18,0
1.2376697010518758e+18,1
1.237665441527235e+18,1
1.2376788584662963e+18,0
1.2376556935485855e+18,0
1.2376683105504463e+18,1
1.2376543835865088e+18,2
1.2376803273357404e+18,0
1.2376629638562455e+18,1
1.237663479257498e+18,0
1.2376575870994353e+18,0
1.237667210525868e+18,2
1.237658199123493e+18,0
1.2376802457438129e+18,1
1.2376696806523535e+18,2
1.2376802414517292e+18,0
1.2376697611809595e+18,2
1.237678597537596e+18,1
1.2376591612006897e+18,1
1.2376507956827914e+18,0
1.2376672115770668e+18,2
1.2376619701133647e+18,1
1.2376576295094853e+18,2
1.237665441526973e+18,2
1.2376683363210363e+18,0
1.237666210861222e+18,2
1.237662223522595e+18,0
1.2376793233978168e+18,1
1.2376651269216668e+18,0
1.2376591327449585e+18,1
1.2376613870680148e+18,2
1.2376637831232883e+18,2
1.2376709616297585e+18,2
1.237661150303486e+18,0
1.2376637826025393e+18,1
1.2376802774053688e+18,0
1.23766502490479e+18,2
1.23765175507891e+18,2
1.2376640939719396e+18,2
1.2376788799324165e+18,2
1.237651539240813e+18,1
1.2376634626084705e+18,0
1.2376663005539863e+18,2
1.2376709621667604e+18,2
1.2376646695097472e+18,0
1.237651067885e+18,2
1.2376625300640243e+18,1
1.2376651269393615e+18,2
1.2376613870841367e+18,0
1.2376551244673188e+18,1
1.237664092899181e+18,2
1.2376543835904415e+18,2
1.2376677817649075e+18,0
1.2376613876035095e+18,1
1.2376582979224863e+18,2
1.237663788487345e+18,0
1.2376727961073743e+18,1
1.2376785809042317e+18,1
1.2376619717168988e+18,0
1.2376613612963116e+18,2
1.237665566608261e+18,0
1.2376648804928064e+18,2
1.2376529340301975e+18,0
1.2376662146118456e+18,2
1.237661966886634e+18,1
1.2376543814429576e+18,1
1.2376499544064655e+18,1
1.237661949190538e+18,0
1.237672025706204e+18,0
1.2376803058616248e+18,1
1.237659131676e+18,2
1.2376651296129684e+18,2
1.2376582045074063e+18,1
1.2376637895601032e+18,0
1.237678598610224e+18,1
1.2376683314937864e+18,0
1.237655691941446e+18,0
1.2376575870967483e+18,0
1.23766136075826e+18,1
1.2376582050616453e+18,2
1.2376529469162783e+18,1
1.23768026774071e+18,0
1.2376609634809283e+18,1
1.2376575870958963e+18,0
1.2376582039751232e+18,2
1.2376634787229865e+18,2
1.2376795805473183e+18,1
1.2376677817358095e+18,2
1.23766556554848e+18,1
1.2376511913578988e+18,2
1.2376637826014907e+18,1
1.2376613629136735e+18,1
1.2376512509458524e+18,2
1.237658206113104e+18,2
1.2376650259742728e+18,1
1.237663204920263e+18,0
1.2376613607700564e+18,0
1.2376529447866862e+18,1
1.2376655306434156e+18,0
1.237665101138756e+18,2
1.2376570700917637e+18,1
1.2376719360441723e+18,1
1.2376788600834627e+18,0
1.237661362915116e+18,0
1.2376672105145958e+18,1
1.237658311331152e+18,1
1.237671126982e+18,2
1.2376672099850647e+18,2
1.2376613865439892e+18,1
1.2376654431299827e+18,2
1.237678854694832e+18,2
1.237663783128466e+18,2
1.2376677339761871e+18,1
1.237662195598951e+18,0
1.2376554954429563e+18,1
1.2376788810049132e+18,0
1.237662307265741e+18,2
1.2376802725761523e+18,0
1.2376499544066627e+18,1
1.237665127995868e+18,2
1.2376785980787924e+18,0
1.2376581926866127e+18,0
1.2376517540025467e+18,1
1.2376613575440463e+18,2
1.2376683314918856e+18,2
1.2376794345156777e+18,1
1.2376801227860216e+18,2
1.2376697665476365e+18,1
1.237650371014362e+18,1
1.237680241459397e+18,2
1.237661212048294e+18,2
1.237662337333e+18,1
1.237657589780251e+18,0
1.2376546064089748e+18,1
1.23766627527295e+18,0
1.23767945975405e+18,2
1.237678584111825e+18,1
1.2376687588477507e+18,1
1.2376619582927012e+18,0
1.2376648692179937e+18,1
1.2376503720962952e+18,1
1.237662341629346e+18,0
1.2376584230183245e+18,2
1.2376786013107e+18,0
1.2376788595539315e+18,0
1.2376648176747156e+18,2
1.237657776614146e+18,2
1.2376786174002463e+18,1
1.237678596466344e+18,2
1.2376677817629417e+18,0
1.237667734521381e+18,2
1.2376805045108088e+18,1
1.2376677350491428e+18,1
1.237679542964192e+18,2
1.2376803337826483e+18,2
1.2376677361158067e+18,0
1.237668349757293e+18,1
1.2376802768663347e+18,1
1.2376593249465147e+18,1
1.237651540319404e+18,1
1.237661967427371e+18,0
1.2376682965956692e+18,0
1.2376805291997932e+18,2
1.237659154219598e+18,2
1.2376685043668099e+18,1
1.237679322323878e+18,2
1.2376663000222267e+18,1
1.2376619513476552e+18,0
1.2376593313862129e+18,1
1.2376549489115796e+18,2
1.237656242234983e+18,2
1.237680272576152e+18,2
1.2376593270960294e+18,2
1.2376637826078477e+18,0
1.237667537462952e+18,1
1.2376582045223493e+18,2
1.2376719349716099e+18,1
1.237665530652197e+18,1
1.2376685043660234e+18,2
1.2376619674305167e+18,2
1.237662195067781e+18,2
1.2376583000569295e+18,0
1.2376663397262956e+18,0
1.237660765375431e+18,1
1.2376545999538752e+18,1
1.2376793228554412e+18,1
1.2376622262172385e+18,1
1.2376625005432015e+18,2
1.2376794361296983e+18,1
1.2376683540364006e+18,0
1.2376786012934636e+18,0
1.2376544002363228e+18,1
1.23765762790477e+18,2
1.237657117870457e+18,2
1.237671939816686e+18,0
1.237660764831875e+18,1
1.2376805050410609e+18,2
1.237661958293881e+18,1
1.2376576279063437e+18,2
1.2376624742272863e+18,2
1.2376655827154373e+18,1
1.2376786179362665e+18,0
1.2376529356456596e+18,2
1.2376546026272855e+18,2
1.237678598629885e+18,0
1.2376788595366958e+18,0
1.2376648192921439e+18,2
1.2376623367976397e+18,1
1.2376672110553336e+18,1
1.2376662269642683e+18,2
1.2376674483459195e+18,0
1.237650370487911e+18,1
1.237667549268018e+18,0
1.2376792546734907e+18,2
1.2376593260216323e+18,0
1.2376583005983867e+18,2
1.237667211580867e+18,0
1.2376575940698442e+18,0
1.2376512509451315e+18,1
1.2376623035179338e+18,0
1.2376794763947543e+18,1
1.2376650254429724e+18,2
1.2376583107970335e+18,2
1.237663462606766e+18,1
1.2376794345198723e+18,0
1.237661959908295e+18,0
1.23766488048645e+18,0
1.2376737039696532e+18,1
1.2376805297371215e+18,0
1.2376805045022236e+18,1
1.237651539249e+18,2
1.2376621945275023e+18,1
1.2376696822632942e+18,0
1.2376515397999657e+18,2
1.23765758924646e+18,2
1.2376785959431045e+18,1
1.237663462608012e+18,1
1.2376603433994819e+18,1
1.237659324946908e+18,1
1.2376788895953068e+18,0
1.2376611379543416e+18,2
1.2376637831271547e+18,2
1.2376584235641736e+18,0
1.2376515392428447e+18,2
1.2376793174767043e+18,1
1.2376549537392238e+18,0
1.237659161207178e+18,0
1.237678860628e+18,2
1.2376619674353664e+18,2
1.237680327878116e+18,0
1.237655109450007e+18,1
1.2376785975396933e+18,0
1.2376626632084687e+18,2
1.2376517540200453e+18,0
1.2376802972719524e+18,1
1.237657070089536e+18,2
1.2376794764075996e+18,2
1.2376582061214267e+18,1
1.2376581921434506e+18,1
1.2376593244081357e+18,1
1.23766773504082e+18,0
1.2376544007613325e+18,1
1.2376786179368563e+18,0
1.2376487206860887e+18,1
1.2376515392553623e+18,0
1.2376675369241152e+18,2
1.2376663000173125e+18,2
1.2376650254450696e+18,1
1.2376795043241667e+18,1
1.23765820451147e+18,1
1.2376593260325775e+18,2
1.2376551078288425e+18,1
1.2376623067265116e+18,1
1.2376650265129787e+18,0
1.2376648756570355e+18,1
1.237668332564054e+18,1
1.2376648525774208e+18,2
1.2376581991225103e+18,1
1.2376719387234143e+18,0
1.2376529469223076e+18,0
1.2376687325317048e+18,0
1.2376785964641815e+18,1
1.2376639168127304e+18,2
1.2376593260317243e+18,0
1.2376609624033856e+18,0
1.2376634792592023e+18,1
1.2376650259791877e+18,0
1.2376613629101343e+18,0
1.237680298880074e+18,1
1.2376576279060815e+18,1
1.2376651269324152e+18,1
1.2376536652506732e+18,1
1.2376648176726188e+18,2
1.23766222407585e+18,1
1.2376582034227855e+18,0
1.23765460263207e+18,0
1.237669517435208e+18,0
1.2376788595364992e+18,0
1.2376662151480612e+18,2
1.2376637825938885e+18,0
1.2376672099851968e+18,0
1.2376683314936553e+18,0
1.2376677307364147e+18,1
1.237680504505042e+18,0
1.2376675369325038e+18,0
1.2376792546741453e+18,0
1.2376671428603415e+18,2
1.237655125009957e+18,2
1.237679169305772e+18,0
1.2376683325637263e+18,0
1.237680275261817e+18,0
1.237662194523636e+18,0
1.2376562422455342e+18,1
1.2376637852825027e+18,1
1.237678825169618e+18,2
1.237671166169121e+18,2
1.237661816027874e+18,2
1.2376785986173015e+18,2
1.2376619582976172e+18,0
1.237671768543e+18,1
1.2376655714370196e+18,1
1.2376611508402255e+18,1
1.237667781745312e+18,1
1.237658310792249e+18,0
1.2376794345222316e+18,0
1.2376646737929833e+18,2
1.2376789207509896e+18,0
1.237654381445645e+18,2
1.2376786174038513e+18,2
1.2376639162731727e+18,0
1.2376788584655757e+18,1
1.2376651296099543e+18,2
1.2376613827757998e+18,0
1.2376553709022743e+18,0
1.237662224599941e+18,2
1.2376623367994086e+18,2
1.237678859536827e+18,2
1.237657609113174e+18,0
1.2376717679985303e+18,1
1.2376581921490865e+18,0
1.2376607648312202e+18,0
1.237662197751939e+18,0
1.237654380909232e+18,1
1.2376591322180488e+18,2
1.2376549521335255e+18,2
1.2376512504161897e+18,0
1.23765460587348e+18,0
1.237661362915836e+18,1
1.2376805045074015e+18,2
1.2376711237681807e+18,1
1.237665107578914e+18,0
1.237665566070866e+18,0
1.2376584235521805e+18,1
