wine_ID,target
5316,5.855067749287784
5210,5.37999994709071
3518,6.100018772466697
1622,4.7884641955970295
2443,5.4576464188032645
3521,6.362911151404845
5211,5.312281582072501
4936,4.504275342971269
1161,5.496359262349472
5993,5.642509260158263
1035,5.953700254951073
3788,5.5621068704257794
3130,6.377446556634425
864,5.661294397949163
4797,6.337466866989871
2572,5.777549400727423
3397,5.909972736294279
311,6.2750060556484755
6404,5.391774794821359
882,6.252532255886095
5334,5.464790276314986
5045,5.103669237221098
502,5.240652111752681
1817,5.054838362494891
4434,5.957912300493277
3816,5.572198668320368
4315,6.546507809106842
4442,5.50810515410744
170,6.368787465057281
1748,5.843760160739919
3071,6.403583079825623
4275,5.71175588363316
4786,6.531429624258138
6263,5.257156591524279
2768,6.019774954932302
5697,5.611976756159464
1831,6.370607820480217
5452,5.626041884607815
6095,5.403604712107295
5579,5.5891794632679535
3029,6.2835255027204795
3694,5.593311357551585
641,5.363560143943573
5424,6.07311237700911
6380,5.259497355195819
1829,6.067644945573107
3476,6.603804023607424
48,5.463422058343227
3885,6.611628870775192
2799,6.70562973847737
1139,6.153972177531202
4323,6.079367254860685
5449,5.675324193309194
3728,7.02533248182327
3054,6.429124620283517
2657,6.421384891401175
3241,6.324688710315954
6022,5.872773164476314
3164,6.206058932520108
1990,4.863932915064694
444,6.5477881425420605
6401,5.944426967059613
3141,6.584122031503327
4068,6.255193182425103
5838,6.771906659784349
982,6.318960864556928
831,6.299313828876805
202,5.337555297792818
4982,5.934788257852617
2830,6.3078756344843185
1414,6.241865064242333
2806,5.62204662215332
1806,5.1245861435361775
3537,5.540636262343597
910,5.566169755903829
2401,5.725098687028222
2066,5.608530870006248
6433,5.406996742925202
5126,5.861502860434712
4681,6.550710678463503
4459,5.781117330537583
4418,5.707684366663003
1362,6.175159536895848
2590,6.2914538958685995
768,5.880033029374587
2308,5.361738439722274
2551,5.587156595054935
6247,5.748052009203931
4817,6.062879072606663
1696,5.777805109845531
861,5.842524960951266
4214,5.488308491552829
4948,5.092427952960165
6046,6.226512039774946
4184,6.654656279204531
1014,5.746687561289221
2033,5.790230314676464
2902,5.433182219763765
3493,6.917828619803814
1008,5.729073525084104
495,6.305217605588055
5615,5.474739577517681
3179,5.858821880474196
2115,5.620641112503719
5097,5.075575458156024
3617,6.056649423992795
737,5.330794708145703
6040,6.220969927240475
3605,5.2691257726532825
1531,5.903851607763656
6450,5.809451714838261
3688,6.563731381762992
771,5.492625547690977
2303,5.293060033489226
2531,4.839144740037057
5658,5.152881992868785
3964,5.402785780418313
1034,4.6510670157630045
5048,5.789875645298352
2619,5.213450463299992
98,5.664250358357137
