wine_ID,target
5316,5.855067749287794
5210,5.3799999470907025
3518,6.100018772466674
1622,4.788464195596997
2443,5.457646418803262
3521,6.362911151404855
5211,5.3122815820725044
4936,4.504275342971203
1161,5.496359262349481
5993,5.642509260158231
1035,5.953700254951088
3788,5.562106870425802
3130,6.377446556634403
864,5.66129439794913
4797,6.33746686698984
2572,5.777549400727376
3397,5.909972736294265
311,6.275006055648453
6404,5.391774794821319
882,6.252532255886079
5334,5.464790276314983
5045,5.103669237221059
502,5.240652111752638
1817,5.05483836249486
4434,5.957912300493263
3816,5.572198668320345
4315,6.5465078091068225
4442,5.508105154107441
170,6.368787465057275
1748,5.843760160739883
3071,6.403583079825601
4275,5.711755883633149
4786,6.531429624258101
6263,5.257156591524239
2768,6.01977495493227
5697,5.611976756159442
1831,6.3706078204802346
5452,5.626041884607876
6095,5.403604712107252
5579,5.589179463267917
3029,6.283525502720463
3694,5.593311357551586
641,5.363560143943567
5424,6.073112377009098
6380,5.259497355195786
1829,6.067644945573121
3476,6.603804023607378
48,5.463422058343204
3885,6.611628870775176
2799,6.705629738477363
1139,6.153972177531209
4323,6.0793672548606885
5449,5.675324193309189
3728,7.025332481823237
3054,6.42912462028347
2657,6.421384891401179
3241,6.324688710315926
6022,5.872773164476247
3164,6.206058932520117
1990,4.863932915064644
444,6.547788142542068
6401,5.944426967059565
3141,6.584122031503285
4068,6.255193182425123
5838,6.771906659784351
982,6.318960864556875
831,6.299313828876802
202,5.337555297792842
4982,5.93478825785258
2830,6.307875634484345
1414,6.241865064242329
2806,5.622046622153353
1806,5.12458614353615
3537,5.5406362623435905
910,5.566169755903786
2401,5.725098687028233
2066,5.6085308700062315
6433,5.406996742925159
5126,5.861502860434681
4681,6.5507106784634495
4459,5.781117330537559
4418,5.707684366662998
1362,6.175159536895828
2590,6.291453895868604
768,5.880033029374575
2308,5.361738439722275
2551,5.587156595054951
6247,5.748052009203885
4817,6.06287907260665
1696,5.7778051098455725
861,5.842524960951299
4214,5.488308491552867
4948,5.092427952960135
6046,6.226512039774918
4184,6.654656279204509
1014,5.74668756128924
2033,5.790230314676476
2902,5.43318221976377
3493,6.9178286198038
1008,5.7290735250840985
495,6.305217605588016
5615,5.474739577517653
3179,5.8588218804741725
2115,5.620641112503732
5097,5.0755754581559875
3617,6.05664942399277
737,5.330794708145689
6040,6.220969927240426
3605,5.269125772653281
1531,5.9038516077636665
6450,5.809451714838238
3688,6.563731381762988
771,5.492625547690966
2303,5.293060033489214
2531,4.839144740037034
5658,5.152881992868784
3964,5.402785780418343
1034,4.651067015763019
5048,5.789875645298314
2619,5.213450463299986
98,5.664250358357143
4492,6.691309713312818
4972,5.801780583539257
2339,5.730385160768335
1364,6.1240373334222955
3365,6.688282822638545
2234,5.846649806528267
2149,6.3959062556647
4337,5.577064982237682
5056,5.040254068009505
2270,6.1166448657199
2132,5.905097322751633
661,6.858149487263157
3482,6.483504607973477
1237,6.068472252052858
4901,5.810747767039226
4995,5.227320170293716
6203,5.231301027082835
5740,6.029989246029628
1785,6.57480540124582
2178,5.636655280409615
4033,6.150798996634987
4046,5.655288464860698
143,5.760404962752456
5928,5.878463271198783
5769,5.795575446500228
6106,6.267259519820043
6006,4.819597283391605
3414,6.026603219602281
6316,5.370079389344691
1644,5.8014421809727805
499,5.2562948974122214
729,5.000949825514017
5428,6.034830390172413
1828,5.661007224943209
3768,6.248643820343485
263,5.811007678125534
6144,5.085761062005008
3671,6.596204835802115
1570,5.4209398826476685
4374,5.318022070224051
4954,5.6428125161628815
3629,5.419794460724532
4456,5.674709853125374
5691,5.6390328451931815
4688,5.445329829915501
3849,5.8834723417512675
5077,5.235727237884297
3225,6.674096734014473
2070,5.011977219745585
2529,5.264020570380408
880,5.737291807515302
5592,5.282763510372615
4385,5.6422757636931635
5921,6.414619072901061
6196,6.201752242487759
1467,6.467331137264031
2650,5.415405946716697
533,5.621808507692883
4587,6.195367960894128
1189,5.276828983307541
5070,5.381145086244831
3582,6.292173124388681
4988,5.2936721174266195
3118,6.727537396307146
1524,5.660373616101493
528,6.194941570145798
6184,6.860785181625948
42,5.463422058343204
3932,6.548848340691482
4697,6.808103522645364
4202,6.701358479297696
3411,5.863324964252324
2141,5.766661680019418
1380,6.273732828277994
558,5.75728147459338
5644,5.290019641017573
2623,6.445683366619169
4189,5.522139127817322
1290,5.585071900300311
4549,6.078458697724294
6057,5.908820891743676
2235,5.0557649125031645
4059,6.302109498699041
2756,5.569878406652948
6114,5.222188405316981
2193,5.824910080817291
1906,5.651112795561835
3955,6.27721776067189
3986,6.113960478759518
2323,6.197102613145054
5104,6.191370068282778
148,6.367509572692338
572,5.4685121292144805
14,5.791572338582901
124,5.571402921683302
593,5.324210825327674
3961,5.30778873050383
4612,5.6063413924238334
5168,5.870519774777378
2043,6.122715829201345
5295,5.6726672477493985
2601,5.960469339921867
5655,4.868339427709464
1563,6.478239544213529
5169,6.319126279413039
2457,5.825686779602038
4630,6.15313718575561
5815,5.9402539729180175
3175,6.101075179993914
2131,5.905097322751633
1281,6.155984017116749
1746,5.7877065189124535
1391,6.485154912345638
3594,6.1946483340086065
1615,5.994306044380309
979,5.405204374246049
3266,6.589896106316173
733,5.5532360363190145
5190,5.487908862594518
2653,5.323908835373847
2526,6.362882282235879
526,6.533881090794157
4364,6.057162236111151
4762,5.952547152878417
5022,5.305845053484648
5959,6.536381443309106
1066,5.411107421536902
5540,5.30427437570312
2990,6.618919776616137
2714,5.6293068945832125
4160,5.478678032838001
119,5.517533488730607
318,6.169297556544771
2817,6.700779640442039
6078,6.166924530798539
206,5.643501464877251
5612,5.0891296677582725
4721,5.9435188616611345
4482,6.369752879452243
3522,5.477123421800604
3382,6.364510124510165
3710,6.207600610428145
3545,5.918254814833359
1277,5.384185418169662
4231,6.503564642704173
6160,5.651252371499543
2456,5.825686779602038
3064,5.697478289005933
2224,5.88792147646063
4631,6.0826160914302925
6145,5.653040437053071
1749,5.777247696548524
5907,5.870648514911031
4553,6.759707341572861
6231,4.887453852520019
6434,5.750258602040926
2819,6.450494436727876
6436,5.953212978451658
5058,4.724419450018171
3814,5.846155071288248
467,5.300445786327785
5352,6.291188209764729
3836,6.500745628991456
2824,5.583912625101448
4307,6.165826493033166
1145,5.3316329956134965
5764,6.2037676471139145
735,5.406286044159058
944,5.30942376170183
3407,5.55284503679917
2682,6.318200775310702
2407,6.073463328037881
3287,6.240182383382047
812,4.967363439300307
991,5.59878984635642
695,5.638945893874558
2631,6.2958535904491155
4674,6.186208283343983
1132,5.345217860349355
3822,6.49101834336058
5970,5.5888959556324895
1881,5.621244836721123
1001,5.433540818703926
1278,5.704254174740197
6158,5.192468019662323
5475,5.3162919643149325
4783,5.457141184988146
4322,6.150418672217064
5397,5.527186831964056
5440,5.197724144227678
4711,6.1931271601310645
4240,5.8462251680298305
5342,6.3498814087890345
5885,5.497167230240802
15,6.2539507762327835
2795,6.169354154310166
144,6.178969996254584
252,5.19231628048087
519,6.405980473921071
287,5.606651821190953
597,5.89645755470219
5878,5.7022523433023915
214,6.059388576186962
5488,5.386761871874202
2521,6.362882282235879
4937,5.8346339468489345
3442,6.169417715010828
4778,6.13505887745541
12,6.147031591409326
5421,5.417463096945404
3981,6.3560943034786455
4281,6.056259712439851
3895,6.486312191739588
472,6.5193617787107785
993,5.587233503514743
2455,5.650262949616356
233,5.668945782689751
4534,6.430508506837004
4149,6.989974829782434
1160,5.875595649054958
2865,5.9531682151879055
4314,6.1782419979762
509,5.688271938329032
1246,5.821968439202566
2915,6.296608314100706
1977,5.535394363614774
4150,5.0201754551136855
1520,5.556948501010968
5698,5.165749236609848
5831,5.29848316196766
2891,5.809664644310975
5829,5.29848316196766
6235,5.37786110587427
4857,5.978809878263076
6119,6.361364475198085
1180,4.884482416091265
863,6.319991706846436
6245,5.052066029906509
3714,5.68486684133829
2949,5.0536948406717865
2223,5.839339071669069
4285,6.115054982175275
2579,5.190508226548544
4431,6.610111579700963
294,4.4099913066166385
2340,5.73326971195384
6174,6.495020959938143
693,5.47270483907
2955,6.0226137739948475
4324,6.319880564787721
