wine_ID,target
5316,5.9509892965618185
5210,5.123545529100481
3518,5.852551920084635
1622,4.967353150829645
2443,5.0874388385695255
3521,6.247106620099477
5211,5.0809898488762215
4936,4.691984832957574
1161,5.902688301307178
5993,5.217811391223156
1035,6.08724564592368
3788,5.327450315703132
3130,6.555763273299341
864,5.920295588469502
4797,6.739182856074646
2572,5.45008888888889
3397,5.77134668125735
311,6.795668852459016
6404,5.677
882,6.139824356948818
5334,5.315426140812328
5045,5.118922212412251
502,5.1179292047382905
1817,4.7594363205937285
4434,5.866170932890035
3816,5.33931036990485
4315,6.9689263402429855
4442,5.095385003036028
170,6.615909090909091
1748,5.6220795980141505
3071,6.320651678016545
4275,5.989865297148675
4786,7.178254545454545
6263,5.592588301359787
2768,5.749866160417655
5697,5.699933613445379
1831,6.404548400454152
5452,5.178
6095,5.720939116817135
5579,5.42021111810004
3029,6.385573394679144
3694,5.142
641,5.406503980735269
5424,5.785937590078765
6380,5.358063636363637
1829,6.641630434782609
3476,6.857020202020203
48,5.203168928277771
3885,6.156851119681724
2799,6.493738095238095
1139,6.243714073249609
4323,6.049969048084421
5449,6.070100044210164
3728,6.490642420886608
3054,5.94995238095238
2657,6.399909642616038
3241,6.376861471861472
6022,5.816
3164,6.171332061473238
1990,4.853049943732135
444,6.244028571428571
6401,5.928
3141,6.090747045031934
4068,6.309279415118932
5838,6.741945945945946
982,6.6399
831,6.25752678112937
202,5.615841430362922
4982,5.706097236186753
2830,5.725208701643476
1414,6.457714394359312
2806,5.768109890109891
1806,5.011658889895209
3537,5.649134023676353
910,5.172605239063584
2401,5.803769137133309
2066,5.613823465495872
6433,5.566277822339342
5126,5.775282654548997
4681,6.16
4459,5.848077009206606
4418,5.986863275644915
1362,6.215619005452704
2590,6.319830287571839
768,6.583639675849334
2308,5.192078454017589
2551,5.85898705000941
6247,5.766811578299018
4817,6.235480607457371
1696,5.264547036376252
861,5.840932828282829
4214,5.053692964147915
4948,5.122586996336996
6046,6.447102380952381
4184,7.105463396794405
1014,6.546
2033,5.609501221566301
2902,5.073353850994244
3493,6.936674509836297
1008,6.0500257010857075
495,6.888019532575753
5615,5.5613025308780015
3179,5.788575333894108
2115,5.078654559532608
5097,5.077588235294117
3617,5.63258272704494
737,5.189983976260722
6040,5.741971428571429
3605,5.070877166015192
1531,6.139596672771673
6450,5.810551948051948
3688,6.638514516129032
771,5.843799413919413
2303,5.111229396056865
2531,4.2961746793407904
5658,5.155342707860747
3964,5.114331916997992
1034,5.120500563256577
5048,5.364268907563025
2619,5.276021908778881
98,5.0339024390243905
4492,6.340120634920634
4972,5.518173085036403
2339,5.85119971643202
1364,5.357960709395598
3365,6.681522058823529
2234,5.389756420177008
2149,6.602879125726656
4337,7.974
5056,5.011155649555756
2270,6.738982124654143
2132,5.588031425759711
661,6.737506313509913
3482,6.890221952189475
1237,6.229654599966522
4901,5.422589926245965
4995,5.396255812015318
6203,5.140716210536282
5740,5.787131134573488
1785,6.121845923120457
2178,5.1205977177539355
4033,6.279731386233273
4046,6.93
143,5.7355991100590415
5928,5.716134154121446
5769,5.71
6106,6.961808311688312
6006,4.835709085278601
3414,6.2282472251529555
6316,5.094065932975928
1644,5.81648790593505
499,5.230195408392054
729,5.238354761904763
5428,5.882
1828,5.806159096510135
3768,5.922146001396424
263,5.604062246376811
6144,5.190507656148997
3671,6.957128944269229
1570,5.519132965418884
4374,5.1353852039653685
4954,5.350813105558389
3629,5.266645078946449
4456,5.073574539292401
5691,5.296066537717601
4688,6.012088888888889
3849,5.716152809760572
5077,5.106104979926941
3225,6.861096737636235
2070,5.0929423934771085
2529,5.103348219274393
880,6.008336144962462
5592,5.078164565690535
4385,5.050929008143702
5921,6.517992886178862
6196,5.686685577208762
1467,6.633593962183385
2650,5.13399802581334
533,5.789270853845045
4587,6.391487916762275
1189,5.015123385087635
5070,5.639234603591272
3582,6.010056002137397
4988,5.171622527074849
3118,6.908666666666666
1524,5.293655172413794
528,6.55
6184,6.175719400527011
42,5.203168928277771
3932,6.3520412878072925
4697,7.001591388205605
4202,6.721294693655869
3411,5.993
2141,5.173362201982062
1380,6.7476792816502495
558,5.431953925426728
5644,4.899585109342817
2623,6.665048652482631
4189,5.350740604175685
1290,5.39855
4549,5.397434195163311
6057,5.751612332112331
2235,5.596134139747234
4059,6.055718008315355
2756,5.305933502584279
6114,5.32915670986139
2193,6.062153488050131
1906,5.830848383500557
3955,6.031571894321807
