wine_ID,target
5316,6.071183204650879
5210,5.2571611404418945
3518,6.1789445877075195
1622,5.010128974914551
2443,5.452614784240723
3521,6.347494125366211
5211,4.9617018699646
4936,3.9266695976257324
1161,5.61869478225708
5993,5.599828720092773
1035,5.867051124572754
3788,5.476064682006836
3130,6.537987232208252
864,5.4948530197143555
4797,6.628911972045898
2572,5.226799011230469
3397,5.87148380279541
311,6.239397048950195
6404,5.315081596374512
882,6.2932329177856445
5334,5.484501838684082
5045,5.152074337005615
502,5.0346527099609375
1817,5.229909896850586
4434,5.896681785583496
3816,5.694999694824219
4315,6.755226135253906
4442,5.444528579711914
170,6.219465255737305
1748,5.755160331726074
3071,6.5646514892578125
4275,5.535125732421875
4786,6.805224418640137
6263,5.4460320472717285
2768,5.243690013885498
5697,5.412092208862305
1831,6.366243839263916
5452,6.118075370788574
6095,5.468714714050293
5579,5.720833778381348
3029,6.458349227905273
3694,5.897808074951172
641,5.396270751953125
5424,5.768607139587402
6380,5.113356590270996
1829,6.087783336639404
3476,6.4175496101379395
48,5.477103233337402
3885,6.438321113586426
2799,6.9054460525512695
1139,6.116320610046387
4323,5.966482162475586
5449,5.740509986877441
3728,6.989414215087891
3054,5.90476131439209
2657,6.730595111846924
3241,6.345699310302734
6022,5.540575981140137
3164,6.005030155181885
1990,4.361832141876221
444,6.343146324157715
6401,5.742290019989014
3141,5.976653099060059
4068,6.071505546569824
5838,6.808863162994385
982,6.057233810424805
831,6.042012691497803
202,4.835843086242676
4982,5.908514499664307
2830,6.084463119506836
1414,6.432253360748291
2806,5.77073860168457
1806,4.783046245574951
3537,5.497206687927246
910,5.53878116607666
2401,5.338702201843262
2066,5.63171911239624
6433,5.577369689941406
5126,5.713662624359131
4681,5.765864372253418
4459,5.913539886474609
4418,5.8357086181640625
1362,6.446837902069092
2590,6.112667083740234
768,6.002891540527344
2308,5.273582458496094
2551,5.329998970031738
6247,5.811953544616699
4817,6.3685832023620605
1696,5.581235885620117
861,5.573862075805664
4214,5.101973056793213
4948,5.563017845153809
6046,6.212629795074463
4184,6.840725898742676
1014,5.171968460083008
2033,5.489520072937012
2902,5.298214912414551
