y_test,y_preds
6,5.655756878284265
6,5.414890654497853
5,5.302520067432312
6,5.249532732391259
6,5.606807702216543
5,5.1604734954197085
6,5.1944924633829
3,5.75244033666165
7,5.83096955436622
6,5.5784652115119115
5,5.476725262826875
6,5.815323686503191
5,5.225976229456947
6,5.774250319308479
6,5.908180410161236
6,5.330876502980587
8,6.506516563215129
3,5.016260582073372
6,5.773929980932692
6,6.237206408021692
5,5.461271926256757
5,6.748611977341582
5,5.521322135138888
6,6.079019189384951
7,6.895168908195529
5,5.396324428499625
5,5.241332982411436
7,5.873059779022213
6,5.127720365717053
5,4.875957506030318
6,6.108031038105409
6,5.773539770889457
6,5.136394211582726
6,5.639268683551663
6,6.219890149456816
4,5.893382871323212
4,5.0711435346192815
7,6.0647024519604
6,6.24657555464384
8,6.225430718972447
5,5.7080634506753825
5,5.587699756216352
6,6.463200386725717
5,5.6050617417384245
6,5.212414304724874
6,5.544826555536687
6,6.617719122751623
6,5.227308010703922
7,6.079603729383493
5,5.32303207005144
6,5.420825420718202
6,5.9484582399458645
6,5.548477432610369
6,6.0256311960899325
5,5.789621716913231
5,6.033643679740209
5,6.550189140268756
5,5.338840685670732
5,5.041561359716965
4,4.830753170134173
5,5.777267644790669
7,6.285661526918801
6,5.349068120795877
5,5.446276075387814
6,5.708936969320021
6,5.441478733968594
5,5.210013194703706
7,6.24308244834765
5,5.680256790684396
6,5.92411618296812
5,5.326812153899667
8,6.589834978397661
7,6.839243501297602
6,5.971115838370508
6,5.870075909645223
6,5.420825420718202
5,6.505841951337743
7,6.327621115501458
6,5.915392421599293
5,5.538840643733025
6,6.562511841022058
8,6.659541173418745
6,5.832268236717027
6,5.952217241255923
5,4.922114140034068
9,6.751604632120191
6,6.2569561652786945
6,6.119547166994295
5,5.651928449393367
5,5.590974919556075
6,5.96912626768588
5,5.795632053112172
6,6.58461441263826
5,5.008838197609421
7,5.5742426683701325
6,5.378078015034333
6,6.007336478251332
6,6.0832874233449985
5,5.686362474284721
5,5.907816599894801
5,4.988944838250575
5,5.900151094021055
7,6.141973751583748
7,6.610305705201341
7,5.493893980874162
5,5.336893643549317
5,5.033123575787997
5,5.623456663777077
5,5.893952350384964
6,5.784210867854441
5,5.649095246399256
5,5.448340399773798
6,5.590116195708731
6,4.932976847357224
6,5.5037765028206
5,5.105177693077778
6,6.845745136263318
6,5.0906172408046615
6,5.16002324543058
6,5.66461501659694
4,5.827183754030401
5,4.758771542724816
7,5.41367133621894
5,5.792937521672357
5,5.247333900211586
6,6.574179978153083
5,5.651113562647012
6,5.828250206181934
6,5.30826537978929
6,6.252666400570746
7,6.2988664946210235
7,6.05293618728993
6,5.855088195382422
5,5.846179234396885
5,5.584163714522873
6,5.863900777250564
7,6.599946112336539
5,5.039243141296893
7,6.196788614098779
6,5.738153937474237
6,5.997692941960068
6,5.310708726162076
5,5.337081317988051
5,4.982196775399174
7,5.824141728830725
5,5.611391263065542
7,5.632696082249055
5,5.352052572740419
6,6.198544224800145
5,5.355218313843409
6,5.834665725660514
6,6.021742928877515
6,6.744565185933183
4,5.408211887071374
4,5.015833558423793
6,5.185981475623919
6,6.219937901421716
5,5.594036950168004
5,6.160895708280663
6,5.709235612351932
6,6.684382076337201
7,6.3873920185878745
7,6.492127801701088
6,5.774464665613408
6,5.812613808133364
5,5.36914315405518
7,6.732650191893157
7,6.11399757950484
6,5.432561046478455
6,6.067834350545169
5,5.247333900211586
5,5.89335776003432
6,5.446643681411302
5,5.606073995894803
6,5.9645698305916
7,6.310256124301048
5,5.6602070604045025
6,5.6635988656280745
6,6.487362825390434
6,6.600369697952317
6,6.276208871505048
6,5.9482467433538915
5,5.619170564552775
6,5.933664896982108
5,5.757658230529415
6,5.262594271727963
5,5.564360510827797
5,5.51975896904743
6,5.7809625042440445
5,5.799990482061872
7,6.404497123559409
7,4.930106911008735
6,6.142482249909946
5,6.165648154857834
6,6.436768957763874
6,6.36531065690852
6,6.526275815327438
7,6.7319651468283865
6,5.888290837289546
7,6.000914241523802
7,6.161202013841006
6,6.3060672663700075
6,5.276558559492955
6,5.570006092836877
7,5.739974278208123
6,5.307563961178303
5,5.2282908266071075
4,5.986853516400458
6,5.537030037356658
5,5.332991811056743
7,6.445004505593346
6,6.430288107931133
6,6.764097289717128
7,5.779240744657656
8,6.675377332290594
5,5.963983957078213
6,5.823553756650185
5,5.502098193105624
7,6.692336186939315
6,6.011970661017159
6,6.337707973543033
6,5.573510781853898
6,5.524994482485823
6,5.739885418834206
4,4.690129569473001
6,5.573510781853898
5,6.202017413096769
5,5.913254416711155
6,6.464740957728992
6,6.107258195996067
7,5.957496042839253
5,5.501557070358899
6,5.442307567464965
5,5.688854661504919
6,5.799948433854908
5,5.57010352928765
5,5.894288945460374
6,6.027989838867924
6,5.975348941353715
5,5.383911297608279
6,6.12905391859907
4,4.8098792843582885
6,5.847346654667305
6,5.273735125530024
5,4.682603902360427
5,6.02083574099872
6,5.606807702216543
7,6.453797508696027
5,5.1983449479322985
6,5.945019365804811
5,5.200328342264527
8,6.187151441248062
7,6.582722799722816
7,6.686462600013357
5,4.658229476498548
5,6.068928625859684
5,5.266814046512906
6,6.409188212317474
6,5.8402657914903955
6,5.727121291634376
5,5.108307000471427
5,6.167953587598049
6,6.745999444606312
6,5.760300956635746
5,5.897659615364475
5,5.686860337574771
5,4.829344559776445
6,5.486414196839462
7,6.727625781182354
6,6.222236781353416
5,4.98442535268039
5,5.691789501332735
7,6.625006002625909
5,5.904603882153992
5,6.39179524158763
7,6.574542065104168
5,5.529915982936146
7,6.623745351099089
8,5.585833753047979
5,5.874546482743966
6,5.3065318146316685
6,5.882320091660532
5,5.440741570188138
5,5.80904996477625
6,6.779961578802897
5,4.999903450308267
6,6.6293118362639945
7,5.275531845261341
6,6.1171300732100065
5,5.975745543436929
7,6.943957417001187
5,5.5755252926941665
6,6.069790792975837
6,5.775190580099647
6,6.227128995977267
5,5.684723331172663
5,5.133363089683755
6,6.23463442023521
6,5.075505934344349
5,5.975568800412745
5,5.793364467120753
6,5.949209132338268
6,4.888058224786349
6,5.612674502662571
5,5.687361273696652
6,5.806550166465698
6,6.445470143332358
6,6.0725553302963675
7,6.324082205933223
5,5.136970011658889
5,5.775906593608113
5,5.367390175149055
6,6.589030861054923
5,5.540286720892681
5,5.861453872864587
