y_test,y_preds
6,5.829202641970074
6,5.817621919076347
5,5.426460653745414
6,5.286434682294503
6,5.774824761904761
5,5.235032487527701
6,5.474861921779694
3,5.7406372549019595
7,5.896801226961036
6,6.402
5,5.336796090701549
6,6.040527401037437
5,5.064341496819203
6,5.8332753320479025
6,5.936560988060505
6,5.298579068436984
8,6.656
3,5.7
6,5.729564440350069
6,6.2565
5,5.933423972783143
5,6.40792
5,5.456672466041317
6,6.073884957655184
7,7.016083333333334
5,5.245464060249975
5,5.132612567668565
7,6.446
6,5.282135883870059
5,4.632
6,5.954265034888116
6,5.6915821410930745
6,5.895141389141518
6,5.79874821903243
6,6.173824372569813
4,5.586666666666666
4,5.202151138716356
7,6.746119962824818
6,6.5548
8,6.002017857142857
5,5.644130434782609
5,5.576590486912468
6,6.540230769230769
5,5.563608568585996
6,5.6371201435475164
6,6.012356699346404
6,6.154
6,5.387645866512783
7,6.204485632183908
5,5.17271016535601
6,5.205254132382768
6,5.8775939812663305
6,5.892074246099536
6,6.085399664569385
5,5.479281792390062
5,5.844401541606042
5,6.128
5,5.493022647464146
5,5.00751145358733
4,5.112775982540473
5,5.51942436461388
7,6.857457146550779
6,5.7006824447522115
5,5.123223311452315
6,6.101132285058032
6,5.417974726522169
5,5.814823829877016
7,6.507895801994412
5,5.662879662131446
6,5.989827140465112
5,5.860849509803921
8,6.390341815054761
7,6.47
6,5.854756274005203
6,5.912776730516939
6,5.205254132382768
5,5.9441820557491285
7,6.237683823529411
6,5.494076923076923
5,5.500569454525856
6,6.389493652833189
8,7.069627450980391
6,6.506334575487069
6,5.776
5,4.956
9,6.856287426462427
6,6.384
6,6.432429410246484
5,5.376179438009437
5,5.080696041594173
6,6.509426065162907
5,5.349860389965995
6,6.353333333333333
5,5.049290312569984
7,7.006052631578948
6,5.518
6,5.941321520948805
6,6.442226037801756
5,5.222
5,5.582720524542081
5,5.051584511278195
5,5.538466063348416
7,6.292390906649691
7,6.965203293125259
7,5.544
5,5.182434952159437
5,5.107743793124942
5,5.413031560047191
5,6.014034693877551
6,5.385315694423413
5,5.3387850929302445
5,5.631640337015099
6,5.873652617449848
6,5.67544981241197
6,5.489457322794462
5,5.143461718101589
6,6.511212820175092
6,5.043763521668015
6,5.896179710144928
6,5.797725201763927
4,5.99962
5,5.106365543506756
7,5.545245454545455
5,5.878470773425132
5,5.202283845544984
6,6.5057669925204875
5,5.194298997856602
6,5.774192431163421
6,5.76317890016951
6,6.518822210953347
7,6.764492753623189
7,5.999337697411588
6,5.99709945485773
5,5.883
5,5.27845652173913
6,5.8737874161382715
7,6.807771194194095
5,5.135383838383838
7,6.5495368315842075
6,5.702486016576049
6,5.9921815051988165
6,5.658859649122808
5,5.060810804049483
5,4.9586856649198765
7,6.052646564371617
5,5.124655973968967
7,6.852468284493285
5,6.111679017388261
6,6.4508038961038965
5,5.248434278125605
6,5.943801937046004
6,6.121996555023731
6,6.110190824712011
4,5.248032761742472
4,5.047365930208004
6,5.628775714555205
6,6.043871886607861
5,5.160648440320267
5,5.4725
6,5.866334541269973
6,5.95
7,6.879678858345933
7,6.557703703703703
6,5.725165018831535
6,5.736203703703703
5,5.4221783624020725
7,6.6843244206773615
7,6.335795454545455
6,5.408147741069223
6,6.087789473684211
5,5.202283845544984
5,5.64205299482736
6,5.32913491864831
5,5.20492754146381
6,5.745823964923966
7,6.296867202543207
5,5.35820595239139
6,5.236511309414816
6,6.145790557228818
6,6.824859690695021
6,6.163787234042553
6,6.016858075519642
5,5.827142001990423
6,5.927006101694915
5,5.490508771929825
6,5.657259794644129
5,5.255900712074424
5,5.252853723045427
6,6.064311111111112
5,5.49
7,6.839855910051564
7,5.177828571428571
6,6.02592024750523
5,5.560945751783168
6,6.448621212121212
6,6.205129005805221
6,6.162941537181478
7,6.883951256050805
6,5.382
