y_test,y_preds
6,5.655756878284252
6,5.41489065449786
5,5.302520067432272
6,5.249532732391273
6,5.606807702216523
5,5.160473495419732
6,5.194492463382963
3,5.752440336661639
7,5.830969554366192
6,5.578465211511926
5,5.476725262826837
6,5.815323686503161
5,5.225976229456913
6,5.774250319308444
6,5.90818041016121
6,5.33087650298054
8,6.506516563215091
3,5.016260582073317
6,5.773929980932728
6,6.237206408021665
5,5.461271926256717
5,6.748611977341515
5,5.521322135138865
6,6.079019189384922
7,6.895168908195486
5,5.396324428499594
5,5.241332982411429
7,5.873059779022209
6,5.127720365717057
5,4.8759575060303595
6,6.10803103810541
6,5.773539770889451
6,5.13639421158271
6,5.63926868355165
6,6.219890149456821
4,5.893382871323181
4,5.071143534619253
7,6.0647024519603825
6,6.246575554643872
8,6.2254307189724445
5,5.708063450675362
5,5.587699756216339
6,6.463200386725708
5,5.605061741738423
6,5.2124143047248905
6,5.544826555536697
6,6.617719122751601
6,5.22730801070391
7,6.079603729383478
5,5.323032070051442
6,5.420825420718135
6,5.9484582399458406
6,5.5484774326103095
6,6.025631196089962
5,5.7896217169131905
5,6.033643679740216
5,6.550189140268721
5,5.3388406856706965
5,5.04156135971695
4,4.830753170134178
5,5.777267644790694
7,6.285661526918809
6,5.349068120795857
5,5.44627607538777
6,5.708936969320032
6,5.4414787339685375
5,5.210013194703659
7,6.243082448347614
5,5.680256790684367
6,5.92411618296812
5,5.326812153899697
8,6.589834978397654
7,6.839243501297583
6,5.971115838370505
6,5.870075909645182
6,5.420825420718135
5,6.505841951337782
7,6.32762111550143
6,5.915392421599291
5,5.538840643733021
6,6.562511841022023
8,6.659541173418748
6,5.832268236717034
6,5.952217241255948
5,4.922114140034096
9,6.7516046321201815
6,6.256956165278633
6,6.119547166994314
5,5.651928449393373
5,5.590974919556056
6,5.9691262676858745
5,5.7956320531121825
6,6.584614412638244
5,5.008838197609469
7,5.574242668370126
6,5.378078015034384
6,6.007336478251307
6,6.083287423344988
5,5.686362474284667
5,5.907816599894806
5,4.988944838250563
5,5.900151094021036
7,6.141973751583744
7,6.610305705201314
7,5.49389398087424
5,5.3368936435493
5,5.03312357578799
5,5.623456663777093
5,5.893952350384975
6,5.784210867854456
5,5.649095246399256
5,5.448340399773754
6,5.590116195708723
6,4.932976847357209
6,5.503776502820555
5,5.105177693077766
6,6.845745136263281
6,5.090617240804745
6,5.160023245430558
6,5.664615016596925
4,5.827183754030368
5,4.758771542724806
7,5.413671336218998
5,5.79293752167233
5,5.2473339002115695
6,6.574179978153018
5,5.651113562646993
6,5.828250206181934
6,5.308265379789313
6,6.252666400570746
7,6.2988664946209925
7,6.052936187289904
6,5.855088195382367
5,5.846179234396896
5,5.584163714522852
6,5.863900777250531
7,6.599946112336556
5,5.039243141296904
7,6.196788614098756
6,5.7381539374742205
6,5.997692941960028
6,5.310708726162085
5,5.337081317988031
5,4.982196775399183
7,5.824141728830697
5,5.611391263065511
7,5.632696082249059
5,5.352052572740408
6,6.198544224800127
5,5.355218313843555
6,5.834665725660503
6,6.021742928877481
6,6.7445651859331885
4,5.408211887071363
4,5.015833558423791
6,5.18598147562388
6,6.219937901421712
5,5.594036950168009
5,6.160895708280641
6,5.709235612351904
6,6.684382076337159
7,6.387392018587904
7,6.492127801701069
6,5.774464665613401
6,5.812613808133326
5,5.369143154055278
7,6.732650191893124
7,6.113997579504806
6,5.432561046478425
6,6.067834350545184
5,5.2473339002115695
5,5.8933577600343305
6,5.446643681411262
5,5.606073995894808
6,5.964569830591635
7,6.310256124301023
5,5.660207060404511
6,5.663598865628077
6,6.487362825390434
6,6.600369697952317
6,6.276208871505027
6,5.948246743353875
5,5.619170564552778
6,5.933664896982111
5,5.757658230529424
6,5.262594271727918
5,5.56436051082777
5,5.519758969047397
6,5.7809625042440045
5,5.799990482061839
7,6.404497123559386
7,4.93010691100881
6,6.1424822499099205
5,6.165648154857849
6,6.436768957763855
6,6.3653106569085125
6,6.526275815327381
7,6.731965146828398
6,5.888290837289515
7,6.0009142415237795
7,6.161202013841007
6,6.306067266369984
6,5.276558559492914
6,5.570006092836815
7,5.739974278208137
6,5.30756396117845
5,5.228290826607239
4,5.98685351640047
6,5.537030037356638
5,5.3329918110567505
7,6.445004505593348
6,6.430288107931092
6,6.764097289717094
7,5.779240744657629
8,6.675377332290545
5,5.963983957078194
6,5.823553756650113
5,5.502098193105602
7,6.692336186939313
6,6.01197066101715
6,6.337707973543007
6,5.5735107818539
6,5.524994482485802
6,5.739885418834218
4,4.690129569473013
6,5.5735107818539
5,6.202017413096741
5,5.913254416711148
6,6.464740957729008
6,6.107258195996064
7,5.95749604283924
5,5.501557070358858
6,5.442307567464942
5,5.688854661504891
6,5.799948433854887
5,5.570103529287644
5,5.894288945460349
6,6.027989838867907
6,5.97534894135369
5,5.383911297608247
6,6.129053918599119
4,4.809879284358277
6,5.847346654667254
6,5.273735125530039
5,4.682603902360432
5,6.0208357409986855
6,5.606807702216523
7,6.4537975086960415
5,5.198344947932323
6,5.945019365804857
5,5.200328342264513
8,6.187151441248036
7,6.582722799722826
7,6.686462600013343
5,4.6582294764985654
5,6.068928625859627
5,5.266814046512865
6,6.409188212317432
6,5.840265791490351
6,5.727121291634333
5,5.108307000471443
5,6.167953587598011
6,6.7459994446062845
6,5.760300956635772
5,5.897659615364488
5,5.6868603375747675
5,4.829344559776445
6,5.486414196839454
7,6.727625781182313
